Instrument,Question Label,Question Description,Question ID,Response Label,Response Value,Response Description,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Betting a day's income at the horse races.,,DOSP_03,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Investing 10% of your annual income in a moderate growth mutual fund.,,DOSP_04,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Drinking heavily at a social function.,,DOSP_05,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Taking some questionable deductions on your income tax return.,,DOSP_06,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Disagreeing with an authority figure on a major issue.,,DOSP_07,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Betting a day's income at a high-stake poker game.,,DOSP_08,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Having an affair with a married man/woman.,,DOSP_9,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Passing off somebody else's work as your own.,,DOSP_10,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Going down a ski run that is beyond your ability.,,DOSP_11,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Investing 5% of your annual income in a very speculative stock.,,DOSP_12,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Going whitewater rafting at high water in the spring.,,DOSP_13,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Betting a day's income on the outcome of a sporting event.,,DOSP_14,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Engaging in unprotected sex.,,DOSP_15,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Revealing a friend's secret to someone else.,,DOSP_16,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Driving a car without wearing a seat belt.,,DOSP_17,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Investing 10% of your annual income in a new business venture.,,DOSP_18,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Taking a skydiving class.,,DOSP_19,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Riding a motorcycle without a helmet.,,DOSP_20,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Choosing a career that you truly enjoy over a more secure one.,,DOSP_21,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Speaking your mind about an unpopular issue in a meeting at work.,,DOSP_22,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Sunbathing without sunscreen.,,DOSP_23,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Bungee jumping off a tall bridge.,,DOSP_24,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Piloting a small plane.,,DOSP_25,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Walking home alone at night in an unsafe area of town.,,DOSP_26,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Moving to a city far away from your extended family.,,DOSP_27,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Starting a new career in your mid-thirties.,,DOSP_28,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Leaving your young children alone at home while running an errand.,,DOSP_29,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Not returning a wallet you found that contains $200.,,DOSP_30,Extremely Unlikely,1,,,
,,,,Moderately Unlikely,2,,,
,,,,Somewhat Unlikely,3,,,
,,,,Not Sure,4,,,
,,,,Somewhat Likely,5,,,
,,,,Moderately Likely,6,,,
,,,,Extremely Likely,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Admitting that your tastes are different from those of a friend.,,DOSP_31,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Going camping in the wilderness.,,DOSP_32,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Betting a day's income at the horse races.,,DOSP_33,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Investing 10% of your annual income in a moderate growth mutual fund.,,DOSP_34,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Drinking heavily at a social function.,,DOSP_35,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Taking some questionable deductions on your income tax return.,,DOSP_36,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Disagreeing with an authority figure on a major issue.,,DOSP_37,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Betting a day's income at a high-stake poker game.,,DOSP_38,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Having an affair with a married man/woman.,,DOSP_39,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Passing off somebody else's work as your own.,,DOSP_40,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Going down a ski run that is beyond your ability.,,DOSP_41,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Investing 5% of your annual income in a very speculative stock.,,DOSP_42,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Going whitewater rafting at high water in the spring.,,DOSP_43,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Betting a day's income on the outcome of a sporting event.,,DOSP_44,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Engaging in unprotected sex.,,DOSP_45,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Revealing a friend's secret to someone else.,,DOSP_46,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Driving a car without wearing a seat belt.,,DOSP_47,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Investing 10% of your annual income in a new business venture.,,DOSP_48,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Taking a skydiving class.,,DOSP_49,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Riding a motorcycle without a helmet.,,DOSP_50,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Choosing a career that you truly enjoy over a more secure one.,,DOSP_51,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Speaking your mind about an unpopular issue in a meeting at work.,,DOSP_52,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Sunbathing without sunscreen.,,DOSP_53,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Bungee jumping off a tall bridge.,,DOSP_54,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Piloting a small plane.,,DOSP_55,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Walking home alone at night in an unsafe area of town.,,DOSP_56,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Moving to a city far away from your extended family.,,DOSP_57,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Starting a new career in your mid-thirties.,,DOSP_58,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Leaving your young children alone at home while running an errand.,,DOSP_59,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Not returning a wallet you found that contains $200.,,DOSP_60,Not at all Risky,1,,,
,,,,Slightly Risky,2,,,
,,,,Somewhat Risky,3,,,
,,,,Moderately Risky,4,,,
,,,,Risky,5,,,
,,,,Very Risky,6,,,
,,,,Extremely Risky,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Admitting that your tastes are different from those of a friend.,,DOSP_61,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Going camping in the wilderness.,,DOSP_62,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Betting a day's income at the horse races.,,DOSP_63,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Investing 10% of your annual income in a moderate growth mutual fund.,,DOSP_64,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Drinking heavily at a social function.,,DOSP_65,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Taking some questionable deductions on your income tax return.,,DOSP_66,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Disagreeing with an authority figure on a major issue.,,DOSP_67,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Betting a day's income at a high-stake poker game.,,DOSP_68,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Having an affair with a married man/woman.,,DOSP_69,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Passing off somebody else's work as your own.,,DOSP_70,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Going down a ski run that is beyond your ability.,,DOSP_71,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Investing 5% of your annual income in a very speculative stock.,,DOSP_72,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Going whitewater rafting at high water in the spring.,,DOSP_73,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Betting a day's income on the outcome of a sporting event.,,DOSP_74,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Engaging in unprotected sex.,,DOSP_75,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Revealing a friend's secret to someone else.,,DOSP_76,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Driving a car without wearing a seat belt.,,DOSP_77,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Investing 10% of your annual income in a new business venture.,,DOSP_78,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Taking a skydiving class.,,DOSP_79,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Riding a motorcycle without a helmet.,,DOSP_80,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Choosing a career that you truly enjoy over a more secure one.,,DOSP_81,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Speaking your mind about an unpopular issue in a meeting at work.,,DOSP_82,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Sunbathing without sunscreen.,,DOSP_83,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Bungee jumping off a tall bridge.,,DOSP_84,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
,,,,4 - Moderate Benefits,4,,,
,,,,5,5,,,
,,,,6,6,,,
,,,,7 - Great Benefits,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Piloting a small plane.,,DOSP_85,1 - No benefits at all,1,,,
,,,,2,2,,,
,,,,3,3,,,
